Date / Time,City,State,Shape,Duration,Summary,Posted
4/23/21 02:40,Firestone,CO,Chevron,3-4 seconds,"I witnessed a chevron-shaped object, silent and with seven lights cross my line of sight between 02:35am to 02:40am on Friday, April 23",4/23/21
4/18/21 22:15,Lafayette,CO,Light,30 minutes,A brighly flashing multi-colored light in the night sky over Colorado viewed for a half hour.  ((NUFORC Note:  Sirius??  PD)),4/23/21
4/11/21 00:00,Hooper,CO,Unknown,4 hours,Nothern Light-colored objects and star-like objects moving in sky near Great Sand Dunes Colorado,4/23/21
3/30/21 21:03,Erie,CO,,,MADAR Node 39,4/23/21
3/28/21 16:30,Boulder,CO,Sphere,2 minutes,"Shiny sphere, high altitude, moving steadily west before disappearing",3/31/21
3/19/21 00:37,Delta,CO,Fireball,,"A large bright light that traveled slowly, then hovered, seemed to get dimmer and brighter then appeared to fall down toward horizon. I",3/31/21
3/10/21 20:00,Canon City,CO,Triangle,15-20 seconds,A triangle of three soft green discs passed us parallel to highway 50 in the Colorado desert which made no sound.,3/31/21
3/6/21 18:00,Longmont,CO,Chevron,7 seconds,"Silent, large V shaped craft with circular lights on belly of wings faded like glow in the dark football brightness.",3/31/21
3/1/21 00:15,Denver,CO,Light,3 minutes,"Beautiful lights flying intimately over the southwest sky seen from Denver, 3/1/2021.",3/2/21
3/1/21 00:15,Denver,CO,Light,3 minutes,"Beautiful lights flying intimately over the southwest sky seen from Denver, 3/1/2021.",3/31/21
2/22/21 05:50,Denver,CO,Formation,4-5 seconds,Fast group of lights.,3/2/21
2/15/21 12:13,Elizabeth,CO,,,MADAR Node 34,3/31/21
2/12/21 19:00,Loveland,CO,Other,10 minutes,A flame in the sky,3/2/21
2/11/21 06:00,Grand junction,CO,Formation,>5 minutes,I was walking to the store I looked up and did see two parallel lines of lights close but not touching ((Starlink satellites??)),3/2/21
2/11/21 05:55,Evergreen,CO,Light,10 minutes,Massive string of slow/standard-moving lights in single-file line consumes entire sky ((Starlink satellites??)),3/2/21
2/11/21 05:51,Salida,CO,Light,1 minute,I got into my hot tub and when I looked up I saw a string of about 100 bright lights racing across the sky from NW.  ((Starlinks??)),3/2/21
2/11/21 05:45,Morrison,CO,Light,7-8 minutes,Saw a stream of lights going from north west to southwest.  ((Starlink satellites??)),3/2/21
2/6/21 10:49,Grand Junction,CO,,,MADAR Node 75,3/2/21
2/3/21 01:00,Colorado Springs,CO,Light,A few moment,I was laying on my balcony since it was a nice sunny blue day. I saw a flicker in the sky in the corner of my eye. I looked closer and,3/31/21
2/2/21 16:50,Fort Collins,CO,Triangle,Couple of seconds,I looked straight up and moving across the sky was a triangle pattern of dim amber lights.,3/2/21
2/1/21 15:25,Elizabeth,CO,,,MADAR Node 34,3/2/21
2/1/21 09:00,Colorado Springs,CO,Teardrop,1 hour ongoing,8 ufo in the sky - looked like balloons but no baskets-stationary for over an hour now-teardrop when you zoom in - sitting over the cen,3/2/21
1/31/21 11:00,Aurora,CO,Formation,5 minutes,3 objects in a triangle formation,3/2/21
1/31/21 10:43,Denver,CO,Formation,15 minutes,1433 N Williams St,3/2/21
1/28/21 18:00,Colorado City,CO,Circle,5 seconds,Stationary orange light in sky fades in and out,3/2/21
1/19/21 19:19,Lakewood,CO,Cigar,30 seconds,Cigar shaped craft with a trail behind it,3/2/21
1/17/21 04:47,Erie,CO,,,MADAR Node 39,3/2/21
1/16/21 16:21,Grand Junction,CO,,,MADAR Node 75,3/2/21
1/14/21 13:45,Lafayette,CO,Cylinder,5 minutes,I was driving down US-287 in Lafayette near the Baseline intersection and something shiny caught my eye in the sky. I continued trying,1/19/21
1/13/21 07:30,Thornton,CO,Unknown,,Out of place contrail,1/19/21
1/12/21 21:15,Pueblo West,CO,Light,2 seconds,"2 second flash of what appeared to be 5-8 orange lights in a row, really close together, like a craft and happened 2X within 2 minutes.",1/19/21
1/10/21 16:59,Grand Junction,CO,,,MADAR Node 75,3/2/21
1/4/21 10:49,Erie,CO,,,MADAR Node 39,1/19/21
1/3/21 16:00,Denver,CO,Cigar,1 min,White cigar shaped object over DIA or Buckley Air force base,1/19/21
1/3/21 10:00,Salida,CO,Circle,Didn't watch long enough ,A star like object stagnant with a sudden light speed movement a little ways away.,1/19/21
12/30/20 21:00,Castle Rock,CO,Sphere,&lt;10s,It was a silentl spherical orb of a dark color or transparently distorting the clouds behind it.,1/19/21
12/24/20 16:30,Canon City,CO,Oval,5,"Something in the sky,  government planes appear to be heading toward it.",1/19/21
12/22/20 18:46,Simla,CO,Light,5 mins,Orange-tinged light faded for 10s and reappeared in slightly different position. No debris trail or noise.,1/19/21
12/20/20 04:47,Grand Junction,CO,,,MADAR Node 75,1/19/21
12/16/20 00:49,Elizabeth,CO,,,MADAR Node 34,1/19/21
12/9/20 19:00,Golden,CO,Chevron,Unknown,I saw this only the next day as I was looking at the photos I took with my IPhone SE 2020. It must be a glitch in the camera. Could a s,12/23/20
12/8/20 18:30,Denver,CO,Light,ten minutes,"Flashing light in Denver, not plane or helicopter.",12/23/20
12/7/20 22:32,Colorado Springs,CO,Triangle,4-5 seconds,"Triangular object, white lights, silent but incredibly fast.",12/23/20
12/6/20 11:53,Fort Collins,CO,Fireball,2 seconds,Large orange fireball,12/23/20
12/5/20 23:47,Grand Junction,CO,,,MADAR Node 75,12/23/20
12/5/20 19:00,Silt,CO,Formation,3 minutes,"After sunset, looking to the West towards Grand Junction, CO we observed a row of lights, perfectly spaced apart, climbing from just ab",12/23/20
12/5/20 18:00,Palmer Lake,CO,Circle,3 minutes,These flying objects were flown with precision and their flight patterns were perfectly sequenced and it was highly organized.,12/23/20
12/4/20 18:30,Boulder,CO,Circle,2 minutes,Uniform diagonal line of lights slowly moving across sky,12/23/20
12/4/20 18:20,Longmont,CO,Formation,2 min,Line of individual lights in Boulder County,12/23/20
12/4/20 18:15,Evergreen,CO,Circle,4 min.,Observed 15-20 white lights evenly spaced apart moving semi vertically in unison in the mountain sky.,12/23/20
12/4/20 18:15,Lafayette,CO,Light,5 Min,16 Lights following each other in a row,12/23/20
12/4/20 17:30,Englewood,CO,Formation,30 seconds,"A saw a few dozen or so single white lights flying slowly in a perfect straight line. Looked about 1,000 ft. in elevation and a few hun",12/23/20
12/4/20 17:00,Pueblo,CO,Light,30 seconds,"5:30 or 5:40. Saw about 30 lights traveling from west to east. Evenly spaced across the entire visible night sky. Very high up, possibl",12/23/20
12/3/20 19:01,Clifton,CO,Light,2 minutes,Strange lights in a straight line,12/23/20
12/3/20 19:00,niwot,CO,Light,1 min+,"strange 10+ perfectly diagonal lights over boulder, colorado foothills",12/23/20
12/2/20 19:00,Loveland,CO,Light,3 minutes,Stream of perfectly spaced light objects,12/23/20
11/27/20 10:44,Elizabeth,CO,,,MADAR Node 34,12/23/20
11/26/20 18:00,Denver,CO,Light,6:00,Light's looking like stars moving in a circle formation lasting all night to high to be a drown and to low to be a star.. blinking mult,12/23/20
11/26/20 03:00,Arvada,CO,Other,30 seconds,"Hemishphere that looked like the moon at first, but appeared to be 4x larger and sideways on 64th ave in arvada. Retreated into the sky",12/23/20
11/22/20 04:44,Grand Junction,CO,,,MADAR Node 75,12/23/20
11/20/20 06:30,"Colorado Springs, Colorado",CO,Circle,6:40,It was moving then at the end I tried to track it but it left too fast,12/23/20
11/19/20 22:15,Fort Collins,CO,Triangle,10 seconds,"I just happen to look up, and this thing I saw 3 weeks earlier appeared over the moon roof of our car, this time my fiancee also seen i",12/23/20
11/18/20 18:00,Brighton,CO,Formation,30+ minutes,Crafts in formation for 30+ minutes.,12/23/20
11/18/20 18:00,Brighton,CO,Formation,30+ minutes,Crafts in formation for 30+ minutes.,12/23/20
11/16/20 08:05,Grand Junction,CO,,,MADAR Node 75,12/23/20
11/15/20 17:11,Denver,CO,Cylinder,3-4 mins,I had my front door open because my house was really warm from having the oven on. I saw some super bright white lights flying in the a,12/23/20
11/13/20 17:00,Dolores,CO,Light,40 min,Observed a point of light move and stop in the evening sky.,12/23/20
11/9/20 05:00,Centennial,CO,Triangle,5 seconds,large black triangle,12/23/20
11/8/20 21:48,Creede,CO,Unknown,20 minutes,"Craft over the mountains near Creede, Colorado e",12/23/20
11/7/20 18:45,Evans,CO,Triangle,Steady,"Triangle shape created by 3 bright steady white lights/orbs over Evans, Colorado.",12/23/20
11/4/20 10:45,Crowley,CO,Circle,3-4 seconds,"Crowley, CO UFO",12/23/20
11/2/20 18:06,Fort Collins,CO,Triangle,2 minutes,"At around 6pm my fiancee and I were out having a smoke when several flying craft way way way up were interacting with one another, very",12/23/20
11/2/20 15:45,Wheat Ridge,CO,Other,20 minutes,"There was a tiny ribbon of light, surrounded by 7 or 8 tiny dots of light.",12/23/20
11/2/20 09:40,Denver,CO,Rectangle,5 seconds,"Sighting of unknown rectangle craft,",12/23/20
10/26/20 19:00,Aurora,CO,Disk,2 minutes,At first glance I thought it was the tail of a shooting star. Then I notices it didnt fall. It was a vertical line and as I looked clos,12/23/20
10/26/20 19:00,Lafayette,CO,Triangle,,Black Triangle over Lafayette,12/23/20
10/24/20 19:30,Fountain,CO,Formation,2 minutes,Moving lights.   ((Starlink satellites?)),12/23/20
10/24/20 18:59,Boulder,CO,Cigar,2:00,Walked outside of my apartment around 7 PM to let my dog go to the bathroom and noticed a bright shining light directly above me. I loo,3/2/21
10/24/20 18:30,Littleton,CO,Formation,2 minutes,string or line of white lights in the sky moving slowly and steadily until it disappeared into a low cloud.  ((Starlink?)),12/23/20
10/23/20 04:00,Breckenridge,CO,Disk,,"Row of red and white lights, disc shapes appears to be two separate objects moving across the night sky above Breckenridge Mountain.",12/23/20
10/18/20 04:25,Grand junction,CO,Triangle,3 minutes,Triangle with amber lights Recorded in the sky by phone that distorted object to an orb.,12/23/20
10/12/20 12:00,Colorado Springs,CO,Rectangle,2 minutes,"I was sitting in my car and happened to look up at the sky. About 30,000 feet in the air I saw two white rectangle shaped objects that",12/23/20
10/10/20 23:30,Denver,CO,Triangle,15 seconds,"5 lights in a triangle, high velocity north to south direction, silent, appear to be tight formation or connected however the stars bey",12/23/20
10/10/20 08:28,Leaving Denver by plane headed to Texas,CO,Light,.30,"Glowing round light 30,000 ft in the air spotted from airplane",12/23/20
10/5/20 15:01,Meeker,CO,Cylinder,10 minutes,"Observed a matalic cylinder shaped object,hovering vertically about 1 1\2 miles away.",12/23/20
9/30/20 23:00,Aurora,CO,Light,Continuing,"Approximately 23:00,I went outside and looked at the moon. Noticed a cluster of lights west of the moon,thought they were stars.They st",11/5/20
9/28/20 05:30,Ignacio,CO,Sphere,,Sunset on ute reservation 4 mile from Ignacio colo. I was driving  down the road heading home seen the sunset ion the  east of town tha,12/23/20
9/24/20 21:15,Parker,CO,Other,3 minutes,Giant bright blue beam shot across the sky.,11/5/20
9/24/20 18:30,Georgetown,CO,Light,15 seconds,"Bright star like object during daylight appear, vanish, reappear, then vanish.",11/5/20
9/24/20 01:36,Fort Collins,CO,Triangle,5 seconds,Silent black triangle with faint lights.,11/5/20
9/22/20 04:10,Gunnison,CO,Cross,2 minutes,At 4:10am this morning i went to close the window and saw a cross shaped ufo one mile away hovering about 50 feet above a ridge.  I liv,11/5/20
9/19/20 01:00,Edgewater,CO,Triangle,1 minute,2010 abduction was returned during a breakthrough experience with a 2 Humanscale sized scheme for a runaway ccover up. H.e...l.p,11/5/20
9/17/20 21:00,Aurora,CO,Other,2.5 hours,"flying objects changing colors, animals reacted, magnetic field.",11/5/20
9/12/20 04:08,Grand Junction,CO,,,MADAR Node 75,11/5/20
9/11/20 20:26,Conifer/Pine,CO,Flash,10+,"Fast, low flying object flew through our valley, then went out of sight and then came back and starting moving/reappearing erratically.",11/5/20
9/5/20 12:30,Woodland Park,CO,Fireball,10 seconds,Fireball in Colorado,11/5/20
9/4/20 21:00,Colorado Springs,CO,Circle,4 minutes,"Two craft traveling similar path stop completely and fade from sight, one after another.",11/5/20
9/2/20 21:15,Redvale,CO,Light,20 minutes,"Blinking red light, low on horizon, flashing, moving up and down",9/4/20
9/2/20 18:00,Florence,CO,Sphere,5 seconds,Bright white sphere surrounded by an orange glow observed rapidly traveling across the horizon.,9/4/20
8/29/20 17:46,Grand Junction,CO,,,MADAR Node 75,11/5/20
8/26/20 18:00,Colorado Springs,CO,Circle,5 minutes,Two clear video’s...Just unreal !!!!   My sister filmed both videos from inside her car.. one video clearly showed the round orange/ re,9/4/20
8/23/20 22:22,Pueblo West,CO,Fireball,3 minutes,At approximately 10:22 PM mountain time in Pueblo West Colorado two witnesses saw in the western sky low in the horizon an orange shape,8/27/20
8/23/20 20:57,Firestone,CO,,5 minutes,((NUFORC Note:  Witness provides no detailed information about the object witnessed.  PS)),8/27/20
8/15/20 18:03,Colorado Springs,CO,,20 seconds,"Two objects. One above, one below moving rapidly in tandem. Both were black, round and moving against the Western wind.",8/20/20
8/15/20 09:41,Denver,CO,Oval,30 seconds,3 light craft seen hovering while driving 285 east bound looking directly north up Sheridan Blvd.,8/20/20
8/12/20 20:00,Denver,CO,Circle,45 minutes,Yellowish color sphere above the Denver Sky seen multiple times in the same vicinity,8/20/20
8/11/20 10:45,Delta,CO,Unknown,13 minutes,"Object not seen by eye, only appears on pictures.",8/20/20
8/8/20 19:50,Broomfield,CO,Other,15 minutes,Silver/metallic toroidal object seen tumbling northbound during daylight.,8/20/20
8/3/20 19:40,Thornton,CO,Changing,1 hour,My brother's girlfriend went to let the dogs outside. She looked up and thought it odd that there was such a birght star in the dayligh,8/6/20
8/2/20 23:00,Canon City,CO,Triangle,1 hour,We noticed it and at first we thought it was a balloon. There was no movement. We watched it over an hour. It almost looked like a fire,8/6/20
8/2/20 07:30,Walden,CO,Oval,2 hours,"Bright oval objects hovering over Walden, CO 08/02/20",8/6/20
7/30/20 12:27,Granby,CO,Triangle,5 minutes,Dancing UFOs.,7/31/20
7/28/20 21:00,Pueblo,CO,Circle,15 minutes,Distant round object overhead with flashing light at center only visible with binoculars.,7/31/20
7/22/20 00:00,South Fork,CO,Circle,6 seconds,Orbs of light flashing in the night sky l. They were right in front of us and covering large distances between flashes.,8/6/20
7/21/20 22:30,Rocky Ford,CO,Sphere,10 minutes,2 Very Bright White Spheres,7/23/20
7/21/20 22:02,Littleton,CO,Triangle,3 hours,"Slow moving triangle-shaped crafts at low elevation, and drones.",7/31/20
7/21/20 22:00,Littleton,CO,Triangle,3 hours,"Slow moving triangle-shaped crafts at low elevation, and drones.",8/6/20
7/21/20 00:00,Thornton,CO,Unknown,15 minutes,"Seen by 3: flying object flashed a bright light (not at regular intervals), moved in an erratic path, faster than a plane",7/23/20
7/20/20 20:30,Silt,CO,Diamond,30 seconds,"While standing outside talking with neighbor about how nice it was to see aircraft in the sky again, we were watching a jet fly over wi",7/23/20
7/18/20 23:00,Littleton,CO,Other,2 hours,"Same 2 crafts, same spot in the sky and same distance apart every night between 11-1 for about 2 weeks.",7/23/20
7/16/20 23:00,Gunnison,CO,Light,2 minutes,Bright pulsating light,7/23/20
7/15/20 22:30,Fort Collins (West of),CO,Sphere,5-10 seconds,"2 parallel objects veering away from each other, moving in unpredictable ways",7/23/20
7/12/20 23:45,Colorado Springs,CO,Triangle,10 seconds,"Driving home late at night, I saw three bright green lights in the shape of a triangle.  The inside of the triangle was pitch black, ev",7/23/20
7/7/20 00:29,Pueblo,CO,,,MADAR Node 83,7/23/20
7/6/20 12:15,Denver,CO,Cylinder,10-20 seconds,"Cylindrical, capsule shaped silver object seen flying near Denver International Airport.",7/9/20
7/4/20 22:38,Erie,CO,Sphere,2 minutes,"Orange orb seen flying over Erie, Colorado headed NW.",7/9/20
7/4/20 21:34,Denver,CO,Circle,2 minutes,On the night of July 4th in Denver Colorado there were multiple balls of light moving fast and making abrupt changes in direction!,8/20/20
7/2/20 12:30,Denver,CO,Circle,4 minutes,On a walk through the neighborhood I glanced up at the sky and noticed a small circle heading west. It went behind some trees and disap,7/9/20
7/2/20 03:00,New Castle,CO,Light,1 hour 30 minutes,A close encounter that involved a physical altercation.,7/9/20
6/30/20 00:25,Pueblo,CO,,,MADAR Node 83,7/23/20
6/29/20 22:44,Centennial,CO,Sphere,2-4 minutes,4 star-sized craft moving over Centennial Colorado in different directions in under 4 minutes.,7/3/20
6/26/20 20:35,Wellington,CO,Triangle,2 minutes,"Seen a UFO from car window between Fort Collins and Wellington  Colorado on 06/26/2020, traveling south as i was traveling north, got t",7/3/20
6/21/20 15:39,Grand Junction,CO,,,MADAR Node 75,7/3/20
6/20/20 21:56,Grand Junction,CO,,,MADAR Node 75,7/9/20
6/20/20 21:56,Grand Junction,CO,,,MADAR Node  75,7/3/20
6/19/20 04:03,Pearl Lake State Park (25 miles north of Steamboat Springs),CO,Oval,10 minutes,"Observed 2 rows of many UFO's (oval, soft white, no noise) for 10 minutes in unison traveling N.W. from Pearl Lake State Park",6/25/20
6/15/20 10:36,Estes Park,CO,,,MADAR Node 156,7/23/20
6/10/20 22:30,Marble,CO,Light,5 minutes,Was looking at brighter star in SW sky 1030 mountain time. Finger width away to the west noticed a &quot;star&quot; was shining but not,7/23/20
6/6/20 22:00,Grand Junction,CO,,,MADAR Node 75,7/9/20
6/6/20 21:06,Grand Junction,CO,,,MADAR Node 75,7/9/20
6/6/20 12:01,Grand Junction,CO,,,MADAR Node 75,7/9/20
6/3/20 13:00,Colorado Springs,CO,Circle,5 minutes,"Three white craft, very high, flying back and forth over Colorado Springs, CO.",6/25/20
5/27/20 11:30,Walsenburg,CO,Other,4 minutes,"Three small shapes, over Navajo estates area. Toward silver mountain, they were invisible except when the sun hit them, they glistened",6/25/20
5/27/20 03:00,Denver,CO,Light,4 minutes,i went out for a smoke just befor 3 am.i looked up to see a star in the south east skie.i was wondering what star coul be that,6/25/20
5/25/20 21:54,Windsor,CO,Circle,1 minute,"2 bright crafts seen hovering next to each other they would get super bright, then dim down. They were giving up and down until blinkin",6/25/20
5/24/20 02:30,Boulder,CO,Light,30 minutes,White dot moving/stopping with a purple tinge for 30 minutes high in sky,6/25/20
5/22/20 09:00,Colorado Springs,CO,Sphere,4 seconds,Two ~12&quot; white spheres flying about 35 mph in straight line 2&quot; apart in unison in broad daylight,11/5/20
5/19/20 03:00,Loveland,CO,Triangle,1 hour,"Three colored Orbs forming cross, and appears triangular high in the S. to S.E. sky .",6/25/20
5/18/20 20:10,Windsor,CO,Circle,30 seconds,"Saw a reddish, yellow, circle of light heading northwest. Kinda looked like a sattalite at first, but then got super bright and then bl",6/25/20
5/18/20 13:03,Centennial,CO,Formation,30 seconds,Formation of five reflective horizontal diamonds hovering in the shape of a diamond NE of E-470. They hovered in this formation for abo,11/5/20
5/16/20 04:25,Grand Junction,CO,,,MADAR Node 75,6/25/20
5/15/20 22:06,Montrose,CO,Triangle,5 minutes,Black triangle craft.,6/25/20
5/15/20 09:30,Colorado Springs,CO,Changing,10 minutes,I saw an object  flying near my home and I took dozens of photos of it from different angles,6/25/20
5/12/20 12:05,Granby,CO,Triangle,2 minutes,"Three silent, black triangle craft flew over and did a loop in a formation before flying over the mountains.",5/15/20
5/3/20 21:15,Westminster,CO,Formation,?,Looking in the sky off my balcony seen a light moving east passing a plane shortly after spotted another.  ((Starlink satellites?)),6/25/20
5/3/20 05:00,Alamosa,CO,Sphere,8 minutes,"15 orbs in single file, equal distance apart heading south east.  ((Starlink satellites?))",6/25/20
5/3/20 01:30,Colorado Springs,CO,Cylinder,15 minutes,My husband and I were driving off Powers and saw 10 spheres flying together and then quickly breaking up the group into about 3 spheres,6/25/20
5/3/20 00:25,Pueblo,CO,,,MADAR Node 83,6/25/20
5/1/20 23:49,Longmont,CO,Circle,5 seconds,I was looking out my window late at night and I was staring into the sky and there was a tree in front of me but then I noticed a red c,6/25/20
4/30/20 00:11,Pueblo,CO,,,MADAR Node 83,6/25/20
4/28/20 20:50,Pueblo,CO,Light,2-3 minutes,Traveling lights over Pueblo.  ((Starlink satellites??),6/25/20
4/28/20 20:10,Palmer Lake,CO,Light,,There was a line of craft perfectly spaced traveling across the sky.  ((Starlink satellites?)),6/25/20
4/28/20 11:15,Denver,CO,Light,20 seconds,I was sitting outside viewing the norther sky when I noticed eight lights in the shape of the tip of an arrow ^ but facing downward.  T,6/25/20
4/26/20 19:58,Pueblo,CO,,,MADAR Node 83,6/25/20
4/26/20 14:10,Grand Junction,CO,,,MADAR Node 75,6/25/20
4/25/20 21:45,Elbert,CO,Formation,30 seconds,"vertical formation of stars connected by a straight, bright white light.",6/25/20
4/25/20 21:45,Ft. Morgan,CO,Light,10 minutes,But look like several moving stars crawling up into the sky into a sequence line.  ((Starlink satellites?)),6/25/20
4/24/20 21:45,Idaho Springs,CO,Light,15 minutes,Mass UFO sighting.  ((Starlink satellites?)),6/25/20
4/20/20 01:25,Estes Park,CO,,,MADAR Node 158,6/25/20
4/17/20 21:30,Denver,CO,Sphere,5/10,Saw what I thought was a satellite  ((Starlink satellites?)),6/25/20
4/17/20 21:15,,CO,Formation,30 minutes,I saw starlink a month ago and they were all in the straight line and these were very un uniformed three or four right next to each oth,5/1/20
4/17/20 21:00,Paonia,CO,Light,30 minutes,Lights in the sky moving in all directions,6/25/20
4/17/20 21:00,Bailey,CO,Light,15:00,Faint lights high fast moving spaced evenly in night sky no blinking light or sound..  ((Starlink satellites)),5/1/20
4/16/20 15:32,Pueblo,CO,,,MADAR Node 83,6/25/20
4/14/20 05:00,Garrison,CO,Triangle,1 hour,At 4 am there was what we thought were helicopters in the sky flying from west to east. My husband and I watched a flight pattern of 3,7/23/20
4/14/20 05:00,Garrison,CO,Triangle,1 hour,At 4 am there was helicopters in the sky flying from west to east. My husband and I stood and watched as the helicopters Flying in a pa,7/23/20
4/8/20 03:29,Grand Junction,CO,,,MADAR Node 75,6/25/20
4/6/20 21:01,Arvada,CO,Triangle,5 seconds,I was observing the moon through a telescope looking East. A light to the west caught my attention. I lifted my head away from the eye,4/9/20
4/6/20 20:00,Windsor,CO,Sphere,6 minutes,"Bright Yellow object heading east bound at a pretty decent speed, no binky lights at all, just one solid color. Another object appeared",4/9/20
4/5/20 23:20,Black Hawk,CO,Light,5 minutes,"Bright shining object, alternating between dim and bright in slow intervals.",4/9/20
4/3/20 23:00,Longmont,CO,Flash,2 seconds,Flash of lights.,6/25/20
4/3/20 22:45,Brighton,CO,Triangle,2 seconds,Am aircraft with 2 cyan thrustsers came out of nowhere and headed north and then disappeared,5/1/20
3/31/20 23:25,Pueblo,CO,,,MADAR Node  83,6/25/20
3/30/20 22:50,Lakewood,CO,Disk,5 minutes,UFO caught on camera,6/25/20
3/30/20 08:30,Denver,CO,Light,5 minutes,went outside to smoke a cigarette and was looking at sky and we saw a singular star like object moving through sky(I have seen the star,6/25/20
3/29/20 20:35,Evergreen,CO,Light,20 minutes,25+ satellite-looking objects flying across the Ursa Major constellation.  ((Starlink satellites)),6/25/20
3/27/20 20:30,Pueblo West,CO,Light,5 minutes,A line formation in Pueblo West of single 25 to 30  lights flying at an elevation estimated 80k to 100k'  ((Starlink satellites)),5/7/20
3/26/20 08:53,Bailey,CO,Circle,5 minutes,5 lights seen travelling in a straight line followed shortly later by 2 similar lights.  ((Starlink satellites)),5/21/20
3/25/20 21:30,Denver,CO,Sphere,20 minutes,"Multiple objects tracked southwest to northeast at approximately 9:30pm on 3/25.   ((""Spacelink"" satellites??))",4/9/20
3/25/20 21:00,Fort Collins,CO,Circle,20 minutes,At exactly 9pm I and my fiancee went out to the car to have a smoke. As soon as I opened the sunroof we notice as what appeared to be a,5/21/20
3/25/20 20:55,Boulder,CO,Cigar,10 seconds,"Two lights very spread apart, moving in unison almost like a blimp through the sky.",5/21/20
3/25/20 20:45,Longmont,CO,Light,2 minutes,two lights moving in formation in northern Colorado sky. ((Starlink satellites)),5/21/20
3/25/20 20:15,Denver,CO,Sphere,45 minutes,Spherical light-changing object that didn't move,5/21/20
3/25/20 19:59,Estes Park,CO,,,MADAR Node 156,6/25/20
3/23/20 21:15,Aurora,CO,Circle,1.5 hours,A large bright circle in the sky over Aurora,5/21/20
3/21/20 21:00,Boulder,CO,Light,15 minutes,Caught a strobe of bright orange light from a dim light then noticed 4-5 other dim lights moving left to right. ((Starlink satellites)),5/15/20
3/21/20 20:15,Fort Collins,CO,Light,30,at approximately 20:00 on 3/21/20 4-7 airborne objects traveling iSW.  ((Starlink satellites)),5/15/20
3/14/20 20:00,Lakewood,CO,Light,~1 hour,"Series of lights (not a group, but travalling the same path) moving W to E.  ((Starlink satellites))",5/15/20
3/6/20 20:23,Grand Junction,CO,,,MADAR Node 75,4/9/20
3/6/20 19:30,Arvada,CO,,2.5-4 minutes,"Strange formation of lights; Strait line, evenly spaced, ((Spacelink satellites))",5/1/20
3/6/20 14:39,Fort collins,CO,Light,2 minutes,Parade or line of star like objects in formation..((Starlink satellites)),5/1/20
3/5/20 20:30,Basalt,CO,Light,20 minutes,Saw a straight line of lights at the top of the atmosphere. All the lights were going in a straight line. ((Spacelink satellites)),5/1/20
3/5/20 20:23,Grand Junction,CO,,,"MADAR Node 75, previously listed as 03/06/2020 in error",4/9/20
3/5/20 20:15,Gunnison,CO,Light,9 minutes,Multiple large ufos sighted moving from the southwestern heading northeast..  ((Starlink satellites)),5/1/20
3/5/20 20:00,Loveland,CO,Light,30 minutes,Multiple small white lights swooping and changing direction.  ((Starlink satellites)),5/1/20
3/5/20 19:55,Woodland Park,CO,Formation,5 minutes,"I saw a strange sequence of lights being shot out of a “star” in the western sky maintaining, equal distance. ((Spacelink satellites?))",6/25/20
3/5/20 19:50,Commerce City,CO,Circle,2 minutes,"We seen a fairly uniform line of lights forming a line going north to south of the big white light.   ((""Spacelink"" satellites??))",4/9/20
3/5/20 19:50,Arvada,CO,Other,5 minutes,See above.   ((Starlink satellites?)),4/9/20
3/5/20 19:45,Dacono,CO,Other,5 minutes,"Line of evenly spaced lights appearing at the same location then traveling through the sky and disappearing. ((""Starlink"" satellites?))",5/1/20
3/5/20 19:45,Loveland,CO,Light,2-3 minutes,"7-8 white circular shapes moving in uniform, at same speed across the sky for 2-3 min before disappearing. ((""Spacelink"" satellites??))",4/9/20
3/5/20 19:45,Bayfield,CO,Formation,10 minutes,Single file dots of unblinking light. Moved sw to ne.   ((Starlink satellites?)),4/9/20
3/5/20 19:45,Delta,CO,Circle,15 minutes,Greatest mass sighting of my lif e.  ((Starlink satellites?)),4/9/20
3/5/20 19:40,Colorado Springs,CO,Formation,15 minutes,I noticed what I first thought was Orion’s Belt but it was moving   ((Starlink satellites?)),4/9/20
3/5/20 19:35,Denver,CO,Circle,55 minutes,"UFOs appeared 1 by 1 in a lined order from behind a curtain bright star that I don’t know, ((anonymous report))",4/9/20
3/5/20 19:30,Loveland,CO,Light,18 minutes,String of lights equidistant in western sky that followed each other.   ((Starlink satellites?)),4/9/20
3/5/20 19:30,Westminster,CO,Circle,20 minutes,Continuous balls of lights seen in the sky near Westminster.  ((Starlink satellites)),5/1/20
3/5/20 19:00,Boulder,CO,Light,5 minutes,"Lights move across the sky and then disappear, one by one.  ((Starlink satellites))",5/1/20
3/5/20 07:45,Wheat Ridge,CO,Light,25 minutes,Multiple craft evenly spaced perfectly in line formation. Appeared to be coming from a portal in the W. ((anonymous)),4/9/20
3/5/20 07:40,Frutia,CO,Unknown,3 minutes,Stars flying not falling.  ((Starlink satellites)) ((anonymous)),5/1/20
3/4/20 20:23,Fort Collins,CO,Formation,15 minutes,"We watched 30+ lights in a line formation but in pairs.  ((""Starlink"" satellites??))((anonymous))",4/9/20
3/4/20 19:17,Central Colorado,CO,Other,Half an hour,At least 80 was looked like to be satellites at first but they were too evenly spaced.  ((Starlink satellites??))((anonymous)),4/9/20
3/4/20 19:00,Fairplat,CO,Unknown,30 minutes,"50 or more high altitude line of small lights moving North over South Park.   ((""Starlink"" satellites??))",4/9/20
